Date of Arrest (DoA),Year/Month,Charge 1,Charge 2,Charge 3,SEX,RACE,Age (on DoA),Primary Charge,Code,Age Group,Eth/Race
01/21/2020,2020-January,11377(A) HS,11550(A) HS,,M,Hispanic,39,Possession - controlled subst,Health & Safety,36-45,Hispanic
01/22/2020,2020-January,459 PC,594(b)(1) PC,466 PC,M,White,39,Burglary,Penal Code - Property Crimes,36-45,White
01/23/2020,2020-January,243(e)(1) PC,,,M,Chinese,20,Battery on a spouse/partner,Penal Code - Against person,18-25,Asian
01/24/2020,2020-January,11364(a) HS,11377(A) HS,,M,Black,42,Drug paraphernalia,Health & Safety,36-45,African-Amer
01/24/2020,2020-January,273.5(A) PC,,,M,Black,56,Corporal Injury spouse/partner,Penal Code - Against person,56-65,African-Amer
01/25/2020,2020-January,242 PC,647(f) PC,,M,Other Asian,24,Battery,Penal Code - Against person,18-25,Asian
01/25/2020,2020-January,647(f) PC,,,M,White,28,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,26-35,White
01/25/2020,2020-January,476 PC,496(A) PC,530.5 PC,M,White,34,Forgery/Counterfeiting,Penal Code - Property Crimes,26-35,White
01/25/2020,2020-January,243(e)(1) PC,647(f) PC,,F,White,55,Battery on a spouse/partner,Penal Code - Against person,46-55,White
01/26/2020,2020-January,647(f) PC,,,F,White,37,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,36-45,White
01/26/2020,2020-January,490.5(A) PC,,,F,White,51,Petty Theft,Penal Code - Larceny,46-55,White
01/26/2020,2020-January,242 PC,,,F,White,58,Battery,Penal Code - Against person,56-65,White
01/26/2020,2020-January,273D(A) PC,245(A)(4) PC,273A(A) PC,M,White,61,Child Injury,Penal Code - Against person,56-65,White
01/27/2020,2020-January,10851(A) VC,,,M,Black,39,car theft or tampering,Vehicle Code,36-45,African-Amer
01/29/2020,2020-January,11350(A) HS,11377(A) HS,,M,Hispanic,32,Possession - controlled subst,Health & Safety,26-35,Hispanic
01/29/2020,2020-January,11377(A) HS,,,M,Hispanic,34,Possession - controlled subst,Health & Safety,26-35,Hispanic
01/29/2020,2020-January,496(A) PC,182(A)(1) PC,21608(A) BP,M,White,24,Receives Stolen Property,Penal Code - Larceny,18-25,White
01/29/2020,2020-January,11364(a) HS,,,M,White,36,Drug paraphernalia,Health & Safety,36-45,White
01/30/2020,2020-January,11364(a) HS,11377(A) HS,,M,White,31,Drug paraphernalia,Health & Safety,26-35,White
01/30/2020,2020-January,11364(a) HS,11377(A) HS,466 PC,M,White,35,Drug paraphernalia,Health & Safety,26-35,White
01/30/2020,2020-January,11377(A) HS,647(f) PC,,M,White,37,Possession - controlled subst,Health & Safety,36-45,White
01/30/2020,2020-January,11378 HS,496(A) PC,182(A)(1) PC,F,White,48,Possession for sale - contr subst,Health & Safety,46-55,White
02/01/2020,2020-February,243(e)(1) PC,236 PC,13700 PC,M,Black,41,Battery on a spouse/partner,Penal Code - Against person,36-45,African-Amer
02/01/2020,2020-February,647(f) PC,,,M,White,37,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,36-45,White
02/01/2020,2020-February,273.5(A) PC,422 PC,273.5(A) PC,M,White,40,Corporal Injury spouse/partner,Penal Code - Against person,36-45,White
02/04/2020,2020-February,11364(a) HS,11377(A) HS,,M,Hispanic,34,Drug paraphernalia,Health & Safety,26-35,Hispanic
02/04/2020,2020-February,594(b)(1) PC,,,M,Hispanic,34,Vandalism,Penal Code - Mal Misch & Disord Cond,26-35,Hispanic
02/04/2020,2020-February,11377(A) HS,,,F,Hispanic,35,Possession - controlled subst,Health & Safety,26-35,Hispanic
02/04/2020,2020-February,10851(A) VC,20002(A)(1) VC,2800.2 VC,M,White,38,car theft or tampering,Vehicle Code,36-45,White
02/05/2020,2020-February,182(A)(1) PC,496(A) PC,11350(A) HS,M,Other,26,Conspiracy to commit a crime,Penal Code - Public Justice,26-35,Other
02/06/2020,2020-February,182(A)(1) PC,496(A) PC,11350(A) HS,M,Other,24,Conspiracy to commit a crime,Penal Code - Public Justice,18-25,Other
02/06/2020,2020-February,182(A)(1) PC,496(A) PC,11350(A) HS,M,Other,26,Conspiracy to commit a crime,Penal Code - Public Justice,26-35,Other
02/06/2020,2020-February,182(A)(1) PC,496(A) PC,11350(A) HS,M,White,26,Conspiracy to commit a crime,Penal Code - Public Justice,26-35,White
02/06/2020,2020-February,21310 PC,,,M,White,28,Illegal possession of a dirk/dagger,Penal Code - Weapons,26-35,White
02/12/2020,2020-February,11350(A) HS,11364(a) HS,,M,Black,19,Possession - controlled subst,Health & Safety,18-25,African-Amer
02/12/2020,2020-February,148(a)(1) PC,647(f) PC,,M,Black,59,Resist Arrest,Penal Code - Public Justice,56-65,African-Amer
02/12/2020,2020-February,243(e)(1) PC,,,M,Hispanic,21,Battery on a spouse/partner,Penal Code - Against person,18-25,Hispanic
02/12/2020,2020-February,11350(A) HS,11364(a) HS,,M,White,19,Possession - controlled subst,Health & Safety,18-25,White
02/13/2020,2020-February,166(A)(4) PC,,,M,Black,34,Violation of a Court Order,Penal Code - Public Justice,26-35,African-Amer
02/13/2020,2020-February,11364(a) HS,11377(A) HS,148.9(A) PC,M,Hispanic,29,Drug paraphernalia,Health & Safety,26-35,Hispanic
02/14/2020,2020-February,242 PC,,,F,Black,22,Battery,Penal Code - Against person,18-25,African-Amer
02/15/2020,2020-February,23152(a) VC,23152(b) VC,23140(a) VC,M,Filipino,20,Drug or EtOH vehicle violtion,Vehicle Code,18-25,Asian
02/17/2020,2020-February,23152(a) VC,23152(b) VC,,M,Hispanic,43,Drug or EtOH vehicle violtion,Vehicle Code,36-45,Hispanic
02/17/2020,2020-February,417.4 PC,422 PC,,M,White,31,Display a fake weapon,Penal Code - Disturbing the Peace,26-35,White
02/18/2020,2020-February,11350(A) HS,,,F,Hispanic,25,Possession - controlled subst,Health & Safety,18-25,Hispanic
02/18/2020,2020-February,647(f) PC,,,M,White,41,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,36-45,White
02/19/2020,2020-February,11364(a) HS,11378 HS,182(A)(1) PC,F,White,57,Drug paraphernalia,Health & Safety,56-65,White
02/19/2020,2020-February,853.6(i)(9) PC,,,M,White,57,Failure to appear,Penal Code,56-65,White
02/19/2020,2020-February,11364(a) HS,11378 HS,182(A)(1) PC,M,White,65,Drug paraphernalia,Health & Safety,56-65,White
02/20/2020,2020-February,602.5 PC,11377(A) HS,,M,Hispanic,44,Illegal occupancy of building w/out consent,Penal Code - Mal Misch & Disord Cond,36-45,Hispanic
02/20/2020,2020-February,10851(A) VC,,,M,White,32,car theft or tampering,Vehicle Code,26-35,White
02/22/2020,2020-February,23152(a) VC,,,F,White,39,Drug or EtOH vehicle violtion,Vehicle Code,36-45,White
02/24/2020,2020-February,647(f) PC,,,M,Hispanic,31,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,26-35,Hispanic
02/25/2020,2020-February,10852 VC,11550(A) HS,69 PC,M,White,29,car theft or tampering,Vehicle Code,26-35,White
02/26/2020,2020-February,11350(A) HS,O/W MISD,,M,Other,28,Possession - controlled subst,Health & Safety,26-35,Other
02/26/2020,2020-February,11350(A) HS,11364(a) HS,11377(A) HS,M,White,26,Possession - controlled subst,Health & Safety,26-35,White
02/26/2020,2020-February,11351 HS,11378 HS,12022.1(b) PC,M,White,47,Possession for sale - contr subst,Health & Safety,46-55,White
02/27/2020,2020-February,422 PC,,,M,White,35,Criminal Threats,Penal Code - Threats,26-35,White
02/29/2020,2020-February,23140(a) VC,23152(a) VC,23152(b) VC,M,Other Asian,20,Drug or EtOH vehicle violtion,Vehicle Code,18-25,Asian
02/29/2020,2020-February,23152(a) VC,23152(b) VC,,M,Hispanic,32,Drug or EtOH vehicle violtion,Vehicle Code,26-35,Hispanic
03/01/2020,2020-March,647(h) PC,664/488 PC,,M,White,55,Disorderly Conduct - Loiter/Prowl,Penal Code - Mal Misch & Disord Cond,46-55,White
03/03/2020,2020-March,11378 HS,11379(A) HS,11364(a) HS,M,White,33,Possession for sale - contr subst,Health & Safety,26-35,White
03/04/2020,2020-March,487(A) PC,496d(a) PC,12022.1(b) PC,M,White,33,Grand Theft,Penal Code - Larceny,26-35,White
03/05/2020,2020-March,451(D) PC,11364(a) HS,,M,Other,37,Arson,Penal Code - Property Crimes,36-45,Other
03/06/2020,2020-March,273.5(A) PC,13700 PC,,M,Hispanic,27,Corporal Injury spouse/partner,Penal Code - Against person,26-35,Hispanic
03/06/2020,2020-March,11350(A) HS,,,M,White,23,Possession - controlled subst,Health & Safety,18-25,White
03/07/2020,2020-March,602.5(A) PC,594(b)(2)(A) PC,,M,Hispanic,28,Illegal occupancy of building w/out consent,Penal Code - Mal Misch & Disord Cond,26-35,Hispanic
03/07/2020,2020-March,166(A)(4) PC,,,F,White,41,Violation of a Court Order,Penal Code - Public Justice,36-45,White
03/08/2020,2020-March,242 PC,,,M,Other,59,Battery,Penal Code - Against person,56-65,Other
03/09/2020,2020-March,422 PC,243(b) PC,,M,Black,58,Criminal Threats,Penal Code - Threats,56-65,African-Amer
03/09/2020,2020-March,11350(A) HS,11364(a) HS,11377(A) HS,M,White,30,Possession - controlled subst,Health & Safety,26-35,White
03/11/2020,2020-March,242 PC,,,M,Hispanic,54,Battery,Penal Code - Against person,46-55,Hispanic
03/11/2020,2020-March,23152(f) VC,,,M,White,26,Drug or EtOH vehicle violtion,Vehicle Code,26-35,White
03/12/2020,2020-March,647(f) PC,,,M,Other Asian,25,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,18-25,Asian
03/13/2020,2020-March,459 PC,,,M,Hispanic,34,Burglary,Penal Code - Property Crimes,26-35,Hispanic
03/15/2020,2020-March,243(e)(1) PC,,,F,Chinese,26,Battery on a spouse/partner,Penal Code - Against person,26-35,Asian
03/15/2020,2020-March,166(A)(4) PC,,,M,White,37,Violation of a Court Order,Penal Code - Public Justice,36-45,White
03/16/2020,2020-March,11377(A) HS,11364(a) HS,,M,Hispanic,25,Possession - controlled subst,Health & Safety,18-25,Hispanic
03/16/2020,2020-March,11350(A) HS,11364(a) HS,459.5 (a) PC,M,Hispanic,27,Possession - controlled subst,Health & Safety,26-35,Hispanic
03/17/2020,2020-March,23152(a) VC,23152(b) VC,,M,Other Asian,51,Drug or EtOH vehicle violtion,Vehicle Code,46-55,Asian
03/18/2020,2020-March,166(A)(4) PC,,,M,White,44,Violation of a Court Order,Penal Code - Public Justice,36-45,White
03/19/2020,2020-March,242 PC,O/W MISD,,F,Black,36,Battery,Penal Code - Against person,36-45,African-Amer
03/20/2020,2020-March,11364(a) HS,166(A)(4) PC,,M,White,37,Drug paraphernalia,Health & Safety,36-45,White
03/20/2020,2020-March,243(e)(1) PC,,,F,White,51,Battery on a spouse/partner,Penal Code - Against person,46-55,White
03/21/2020,2020-March,11364(a) HS,,,M,White,43,Drug paraphernalia,Health & Safety,36-45,White
03/23/2020,2020-March,211 PC,182(A)(1) PC,245(A)(4) PC,M,White,18,Robbery,Penal Code - Against person,18-25,White
03/25/2020,2020-March,182(A)(1) PC,490.5(A) PC,,F,Black,20,Conspiracy to commit a crime,Penal Code - Public Justice,18-25,African-Amer
03/25/2020,2020-March,211 PC,182(A)(1) PC,245(A)(4) PC,M,Hispanic,31,Robbery,Penal Code - Against person,26-35,Hispanic
03/26/2020,2020-March,23152(a) VC,23152(f) VC,,M,Korean,25,Drug or EtOH vehicle violtion,Vehicle Code,18-25,Asian
03/28/2020,2020-March,23152(a) VC,23152(b) VC,,M,Hispanic,24,Drug or EtOH vehicle violtion,Vehicle Code,18-25,Hispanic
04/01/2020,2020-April,166(A)(4) PC,,,M,White,44,Violation of a Court Order,Penal Code - Public Justice,36-45,White
04/03/2020,2020-April,11377(A) HS,647(h) PC,,M,White,35,Possession - controlled subst,Health & Safety,26-35,White
04/03/2020,2020-April,647(h) PC,,,M,White,41,Disorderly Conduct - Loiter/Prowl,Penal Code - Mal Misch & Disord Cond,36-45,White
04/03/2020,2020-April,23152(a) VC,23152(b) VC,,M,White,61,Drug or EtOH vehicle violtion,Vehicle Code,56-65,White
04/04/2020,2020-April,602(O) PC,,,M,White,33,Trespass,Penal Code - Mal Misch & Disord Cond,26-35,White
04/07/2020,2020-April,11364(a) HS,11378 HS,470(D) PC,M,White,38,Drug paraphernalia,Health & Safety,36-45,White
04/07/2020,2020-April,148(a)(1) PC,594(b)(1) PC,,M,White,39,Resist Arrest,Penal Code - Public Justice,36-45,White
04/08/2020,2020-April,23152(a) VC,23152(b) VC,,M,Hispanic,24,Drug or EtOH vehicle violtion,Vehicle Code,18-25,Hispanic
04/09/2020,2020-April,148(a)(1) PC,243(b) PC,,F,White,37,Resist Arrest,Penal Code - Public Justice,36-45,White
04/09/2020,2020-April,647(f) PC,,,M,White,38,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,36-45,White
04/11/2020,2020-April,459 PC,,,M,White,26,Burglary,Penal Code - Property Crimes,26-35,White
04/11/2020,2020-April,647(f) PC,,,M,White,38,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,36-45,White
04/12/2020,2020-April,459 PC,532(A) PC,,M,Filipino,40,Burglary,Penal Code - Property Crimes,36-45,Asian
04/14/2020,2020-April,2800.1 VC,,,M,White,23,Fleeing from PO,Vehicle Code,18-25,White
04/16/2020,2020-April,166(A)(4) PC,,,M,Other,31,Violation of a Court Order,Penal Code - Public Justice,26-35,Other
04/18/2020,2020-April,23152(a) VC,23152(b) VC,,F,White,55,Drug or EtOH vehicle violtion,Vehicle Code,46-55,White
04/19/2020,2020-April,23110(A) VC,594(b)(1) PC,594(b)(2)(A) PC,M,Black,48,Drug or EtOH vehicle violtion,Vehicle Code,46-55,African-Amer
04/19/2020,2020-April,490.5(A) PC,,,M,White,20,Petty Theft,Penal Code - Larceny,18-25,White
04/21/2020,2020-April,11350(A) HS,11364(a) HS,11375(b)(2) HS,M,Hispanic,62,Possession - controlled subst,Health & Safety,56-65,Hispanic
04/21/2020,2020-April,459 PC,,,M,White,33,Burglary,Penal Code - Property Crimes,26-35,White
04/22/2020,2020-April,182(A)(1) PC,496(A) PC,,F,Black,25,Conspiracy to commit a crime,Penal Code - Public Justice,18-25,African-Amer
04/22/2020,2020-April,459 PC,182(A)(1) PC,496(A) PC,M,Black,26,Burglary,Penal Code - Property Crimes,26-35,African-Amer
04/22/2020,2020-April,647(f) PC,,,M,White,63,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,56-65,White
04/23/2020,2020-April,23152(a) VC,23152(b) VC,,M,Hispanic,22,Drug or EtOH vehicle violtion,Vehicle Code,18-25,Hispanic
04/23/2020,2020-April,31 VC,14601.2(A) VC,,F,Hispanic,23,license violation,Vehicle Code,18-25,Hispanic
04/23/2020,2020-April,11364(a) HS,11377(A) HS,,M,Hispanic,37,Drug paraphernalia,Health & Safety,36-45,Hispanic
04/24/2020,2020-April,23152(a) VC,,,M,Black,67,Drug or EtOH vehicle violtion,Vehicle Code,66+,African-Amer
04/25/2020,2020-April,1203.2(a) PC,488 PC,496(A) PC,M,White,38,Parole Violation,Penal Code,36-45,White
04/29/2020,2020-April,211 PC,,,M,Black,24,Robbery,Penal Code - Against person,18-25,African-Amer
04/29/2020,2020-April,3056 PC,496(A) PC,459 PC,M,Black,29,Parole Violation,Penal Code,26-35,African-Amer
04/29/2020,2020-April,647(h) PC,,,M,White,21,Disorderly Conduct - Loiter/Prowl,Penal Code - Mal Misch & Disord Cond,18-25,White
05/03/2020,2020-May,273.5(A) PC,13700 PC,,M,White,56,Corporal Injury spouse/partner,Penal Code - Against person,56-65,White
05/04/2020,2020-May,273.5(A) PC,13700 PC,,M,Other Asian,24,Corporal Injury spouse/partner,Penal Code - Against person,18-25,Asian
05/04/2020,2020-May,647(f) PC,,,M,Hispanic,18,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,18-25,Hispanic
05/04/2020,2020-May,10851(A) VC,1203.2(a) PC,459 PC,M,Hispanic,34,car theft or tampering,Vehicle Code,26-35,Hispanic
05/04/2020,2020-May,647(f) PC,,,M,White,40,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,36-45,White
05/05/2020,2020-May,11366 HS,11378 HS,182(A)(1) PC,M,Hispanic,25,Narcotics - maintaining a place or in a place,Health & Safety,18-25,Hispanic
05/05/2020,2020-May,11366 HS,11378 HS,182(A)(1) PC,M,Hispanic,51,Narcotics - maintaining a place or in a place,Health & Safety,46-55,Hispanic
05/05/2020,2020-May,11366 HS,11378 HS,182(A)(1) PC,F,Hispanic,55,Narcotics - maintaining a place or in a place,Health & Safety,46-55,Hispanic
05/06/2020,2020-May,11377(A) HS,,,M,White,28,Possession - controlled subst,Health & Safety,26-35,White
05/06/2020,2020-May,245(A)(1) PC,,,M,White,52,Assault with a deadly weapon,Penal Code - Against person,46-55,White
05/07/2020,2020-May,245(A)(1) PC,182(A)(1) PC,422 PC,M,Hispanic,27,Assault with a deadly weapon,Penal Code - Against person,26-35,Hispanic
05/07/2020,2020-May,245(A)(1) PC,182(A)(1) PC,459 PC,F,Hispanic,28,Assault with a deadly weapon,Penal Code - Against person,26-35,Hispanic
05/07/2020,2020-May,490.5(A) PC,,,M,White,72,Petty Theft,Penal Code - Larceny,66+,White
05/08/2020,2020-May,459.5 (a) PC,,,F,Black,58,Burglary,Penal Code - Property Crimes,56-65,African-Amer
05/08/2020,2020-May,459.5 (a) PC,,,M,White,41,Burglary,Penal Code - Property Crimes,36-45,White
05/08/2020,2020-May,242 PC,,,M,White,48,Battery,Penal Code - Against person,46-55,White
05/09/2020,2020-May,273.5(A) PC,236 PC,245(A)(4) PC,M,Chinese,19,Corporal Injury spouse/partner,Penal Code - Against person,18-25,Asian
05/09/2020,2020-May,459 PC,,,M,White,33,Burglary,Penal Code - Property Crimes,26-35,White
05/09/2020,2020-May,11377(A) HS,11364(a) HS,,M,White,40,Possession - controlled subst,Health & Safety,36-45,White
05/10/2020,2020-May,647(h) PC,647(i) PC,,M,Hispanic,25,Disorderly Conduct - Loiter/Prowl,Penal Code - Mal Misch & Disord Cond,18-25,Hispanic
05/10/2020,2020-May,490.5(A) PC,,,F,White,36,Petty Theft,Penal Code - Larceny,36-45,White
05/12/2020,2020-May,647(f) PC,,,M,Hispanic,18,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,18-25,Hispanic
05/12/2020,2020-May,13700 PC,273.5(A) PC,,M,White,30,Domestic Violence,Penal Code - Against person,26-35,White
05/12/2020,2020-May,243(e)(1) PC,13700 PC,,M,White,34,Battery on a spouse/partner,Penal Code - Against person,26-35,White
05/12/2020,2020-May,647(f) PC,,,M,White,66,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,66+,White
05/13/2020,2020-May,11364(a) HS,,,M,Hispanic,28,Drug paraphernalia,Health & Safety,26-35,Hispanic
05/13/2020,2020-May,11364(a) HS,,,F,Hispanic,36,Drug paraphernalia,Health & Safety,36-45,Hispanic
05/13/2020,2020-May,11378 HS,12022(C) PC,12022.1(b) PC,M,Hispanic,54,Possession for sale - contr subst,Health & Safety,46-55,Hispanic
05/14/2020,2020-May,23152(a) VC,23152(g) VC,,M,Black,25,Drug or EtOH vehicle violtion,Vehicle Code,18-25,African-Amer
05/15/2020,2020-May,647(f) PC,,,M,Asian Indian,63,Disorderly Conduct - Intoxicated,Penal Code - Mal Misch & Disord Cond,56-65,Asian
05/15/2020,2020-May,459 PC,,,M,White,25,Burglary,Penal Code - Property Crimes,18-25,White
05/16/2020,2020-May,23152(f) VC,29800(a)(1) PC,30305(a)(1) PC,M,White,32,Drug or EtOH vehicle violtion,Vehicle Code,26-35,White
05/16/2020,2020-May,647(h) PC,11350(A) HS,,M,White,34,Disorderly Conduct - Loiter/Prowl,Penal Code - Mal Misch & Disord Cond,26-35,White
05/17/2020,2020-May,23152(a) VC,23152(b) VC,,M,Hispanic,23,Drug or EtOH vehicle violtion,Vehicle Code,18-25,Hispanic
05/17/2020,2020-May,11350(A) HS,,,M,White,38,Possession - controlled subst,Health & Safety,36-45,White
05/18/2020,2020-May,11350(A) HS,11377(A) HS,11364(a) HS,F,Hispanic,21,Possession - controlled subst,Health & Safety,18-25,Hispanic
05/18/2020,2020-May,496(A) PC,,,M,White,18,Receives Stolen Property,Penal Code - Larceny,18-25,White
05/18/2020,2020-May,496(A) PC,O/W FEL,11350(A) HS,M,White,33,Receives Stolen Property,Penal Code - Larceny,26-35,White
05/18/2020,2020-May,273.5(A) PC,13700 PC,,F,White,37,Corporal Injury spouse/partner,Penal Code - Against person,36-45,White
05/19/2020,2020-May,459 PC,,,M,White,34,Burglary,Penal Code - Property Crimes,26-35,White
